method,query_id,subset,question,expected_file,expected_line,gold_hit_at_20,gold_rank,reciprocal_rank_at_20,kg_candidate_pool_contains_gold_before_rerank,kg_rank_before_rerank,kg_rank_after_rerank_full,kg_pool_size
AST-KG+CrossEncoder+StagedConfidence,L033-Q3,v2,Can we run a diagnostic on the connection limits? It appears that a client from ${e.ip} is unable to connect due to exceeding our maximum connection settings.,core/src/main/scala/kafka/network/SocketServer.scala,691,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L034-Q1,v2,"Why are we seeing a transition of ${localFollowers.size} partitions, and how is it affecting message processing?",core/src/main/scala/kafka/server/ReplicaManager.scala,2465,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L034-Q2,v2,"Hey, has anyone noticed that there are ${localFollowers.size} partitions moving around? Is this normal?",core/src/main/scala/kafka/server/ReplicaManager.scala,2465,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L034-Q3,v2,Could the transition of ${localFollowers.size} partitions indicate a possible issue with our cluster's leader election process?,core/src/main/scala/kafka/server/ReplicaManager.scala,2465,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L035-Q1,v2,"Why are we unable to delete the specified topics in Kafka, as it appears that the operation returned no results?",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1014,True,5,0.2,True,1,5,40
AST-KG+CrossEncoder+StagedConfidence,L035-Q2,v2,"Hey team, has anyone else noticed that attempts to delete topics are coming back with no changes at all?",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1014,True,2,0.5,True,1,2,40
AST-KG+CrossEncoder+StagedConfidence,L035-Q3,v2,Could this issue indicate a problem with the topic deletion permissions or configuration settings in our Kafka setup?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1014,True,6,0.16666666666666666,True,21,6,40
AST-KG+CrossEncoder+StagedConfidence,L036-Q1,v2,We've encountered an issue where messages cannot be consumed because the specified topic or partition appears to be unknown to the leader. What could be causing this?,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,444,True,1,1.0,True,5,1,40
AST-KG+CrossEncoder+StagedConfidence,L036-Q2,v2,"Hey team, we're getting an unknown topic error when trying to access certain partitions. Has anyone else seen this or know what's going on?",core/src/main/scala/kafka/server/AbstractFetcherThread.scala,444,True,3,0.3333333333333333,True,10,3,40
AST-KG+CrossEncoder+StagedConfidence,L036-Q3,v2,Could the absence of the expected topic or partition from the leader's perspective indicate a potential configuration error or a problem with our topic registrations?,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,444,True,1,1.0,True,8,1,40
AST-KG+CrossEncoder+StagedConfidence,L037-Q1,v2,We've observed an unexpected removal of a topic in our Kafka environment. Can we determine the implications of replaying a RemoveTopicRecord for this specific topic ID?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,568,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L037-Q2,v2,"Hey team, it looks like one of our Kafka topics has been removed, and I'm curious if anyone knows why this might have happened. What could trigger a replay of a RemoveTopicRecord?",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,568,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L037-Q3,v2,"During our debugging process, we need to investigate how replaying a RemoveTopicRecord for this topic ID affects the overall system. Are there dependencies that might be impacted?",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,568,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L038-Q1,v2,"Why is the periodic task not executing as expected, indicating that it may have been unregistered?",metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,175,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L038-Q2,v2,"Hey, has anyone noticed that a scheduled task seems to be missing from our system?",metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,175,True,13,0.07692307692307693,True,11,13,20
AST-KG+CrossEncoder+StagedConfidence,L038-Q3,v2,Could the unexpected absence of the periodic task indicate an issue with our task registration process?,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,175,True,1,1.0,True,3,1,20
AST-KG+CrossEncoder+StagedConfidence,L039-Q1,v2,We're encountering issues where specific configurations for broker $brokerId appear to be unresponsive. What might be causing this failure in configuration application?,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,394,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L039-Q2,v2,"Hey team, it looks like the settings for broker $brokerId aren't taking effect as expected. Any ideas on what could be going wrong?",core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,394,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L039-Q3,v2,What diagnostic steps can we take to identify why the configurations for broker $brokerId are not being applied as intended?,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,394,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L040-Q1,v2,"Why are we consistently noticing that there are no entries that can be evicted from the cache, and how might this affect overall system performance?",core/src/main/scala/kafka/server/FetchSession.scala,731,True,2,0.5,True,2,2,20
AST-KG+CrossEncoder+StagedConfidence,L040-Q2,v2,It seems like the cache is telling us there aren't any evictable entries. Is that a good thing or is something potentially broken here?,core/src/main/scala/kafka/server/FetchSession.scala,731,True,2,0.5,True,2,2,40
AST-KG+CrossEncoder+StagedConfidence,L040-Q3,v2,"Could the absence of evictable entries indicate an unusual behavior in cache utilization, and what steps should we take to investigate further?",core/src/main/scala/kafka/server/FetchSession.scala,731,True,2,0.5,True,1,2,40
AST-KG+CrossEncoder+StagedConfidence,L041-Q1,v2,Why is the incremental fetch for session ${session.id} taking longer than expected to return results?,core/src/main/scala/kafka/server/FetchSession.scala,550,True,3,0.3333333333333333,True,3,3,40
AST-KG+CrossEncoder+StagedConfidence,L041-Q2,v2,"Hey, has anyone noticed that the data from session ${session.id} isn't showing up as it should?",core/src/main/scala/kafka/server/FetchSession.scala,550,True,2,0.5,True,8,2,40
AST-KG+CrossEncoder+StagedConfidence,L041-Q3,v2,Could the delay in the incremental fetch context for session ${session.id} indicate an underlying issue with data consistency or availability?,core/src/main/scala/kafka/server/FetchSession.scala,550,True,2,0.5,True,2,2,40
AST-KG+CrossEncoder+StagedConfidence,L042-Q1,v2,"The application is failing to initiate the acceptor for the specified listener endpoint, causing connection issues.",core/src/main/scala/kafka/network/SocketServer.scala,548,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L042-Q2,v2,"Hey, it seems like the service won't start properly because it can't set up the listener. What's going on?",core/src/main/scala/kafka/network/SocketServer.scala,548,True,2,0.5,True,1,2,40
AST-KG+CrossEncoder+StagedConfidence,L042-Q3,v2,Can we check why the acceptor for the configured listener endpoint isn't initializing? This might be blocking the service.,core/src/main/scala/kafka/network/SocketServer.scala,548,True,4,0.25,True,1,4,40
AST-KG+CrossEncoder+StagedConfidence,L043-Q1,v2,We're experiencing connection issues with the NetworkClient; can you detail if any errors were encountered during the disconnection process?,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,313,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L043-Q2,v2,"Hey team, has anyone noticed any weirdness when trying to disconnect from the NetworkClient? It feels like something’s off.",core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,313,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L043-Q3,v2,"What potential causes could lead to errors while disconnecting from the NetworkClient, and how can we investigate further?",core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,313,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L044-Q1,v2,"The system is unable to successfully apply the updated configuration for the broker, resulting in potential disruptions in message processing.",core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,584,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L044-Q2,v2,"Hey team, I've noticed that we're having issues updating the broker settings – could this be causing our message delivery delays?",core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,584,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L044-Q3,v2,Could you check if there are underlying permission issues or connectivity problems that might be preventing the broker configuration from being updated?,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,584,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L045-Q1,v2,"The system has encountered an issue where it fails to automatically create the specified topic, leading to potential disruptions in message processing.",core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,True,7,0.14285714285714285,True,1,7,40
AST-KG+CrossEncoder+StagedConfidence,L045-Q2,v2,"Hey, it looks like we can't seem to create the topic automatically anymore. What's going on with that?",core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,True,3,0.3333333333333333,True,1,3,40
AST-KG+CrossEncoder+StagedConfidence,L045-Q3,v2,"Can we investigate the underlying cause of the auto topic creation failure, specifically related to the error reported for ${topicResult.name}?",core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,True,2,0.5,True,2,2,40
AST-KG+CrossEncoder+StagedConfidence,L046-Q1,v2,"The broker encountered an error while attempting to send a heartbeat request, what could be causing this disruption?",core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,554,True,1,1.0,True,4,1,40
AST-KG+CrossEncoder+StagedConfidence,L046-Q2,v2,"Hey, why did the broker's heartbeat request fail? Is something wrong with its connection?",core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,554,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L046-Q3,v2,Investigate the reason behind the broker's heartbeat request failure due to the reported error code.,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,554,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L047-Q1,v2,"Has there been an increase in error messages related to unsupported quota entities, indicating potential misconfigurations in quota management?",core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala,107,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L047-Q2,v2,Looks like we're ignoring some unsupported quota entities—could this be affecting our overall system performance?,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala,107,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L047-Q3,v2,Could the system's inability to recognize certain quota entities be leading to unexpected resource allocation issues?,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala,107,True,3,0.3333333333333333,True,4,3,40
AST-KG+CrossEncoder+StagedConfidence,L048-Q1,v2,"The system is unable to create new topics due to a version mismatch error, which is preventing resource allocation.",core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,447,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L048-Q2,v2,"Hey, why can’t we set up those new topics? There seems to be an issue with version compatibility.",core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,447,True,2,0.5,True,1,2,40
AST-KG+CrossEncoder+StagedConfidence,L048-Q3,v2,Can we investigate the version settings? It looks like there’s a conflict preventing auto topic creation for the specified keys.,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,447,True,2,0.5,True,1,2,40
AST-KG+CrossEncoder+StagedConfidence,L049-Q1,v2,The system is experiencing unexpected behavior following a metadata version upgrade. What impact could this version change have on cluster performance?,metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java,414,True,5,0.2,True,1,5,20
AST-KG+CrossEncoder+StagedConfidence,L049-Q2,v2,"After updating the metadata version, are you noticing any disruptions or failures in data processing?",metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java,414,True,5,0.2,True,1,5,40
AST-KG+CrossEncoder+StagedConfidence,L049-Q3,v2,Can we verify if the application is maintaining its stability after the metadata version increment?,metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java,414,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L050-Q1,v2,We've encountered issues fetching messages from the specified partition; what might be causing this irregularity?,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,406,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L050-Q2,v2,It looks like there are some bad messages in the queue for the given partition. Can we investigate what's going wrong?,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,406,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L050-Q3,v2,The fetch operation for the provided partition is returning invalid messages; could this be linked to a serialization error or data format mismatch?,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,406,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L051-Q1,v3,"During the shutdown process, an unexpected thread error was encountered that seems to be affecting the LogManager functionality. What could be the underlying cause?",core/src/main/scala/kafka/log/LogManager.scala,689,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L051-Q2,v3,"Hey team, it looks like we ran into an issue when shutting down the LogManager—any idea why a thread is throwing an error?",core/src/main/scala/kafka/log/LogManager.scala,689,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L051-Q3,v3,Can we investigate the thread error reported during the LogManager shutdown? What steps should we take to diagnose the root cause?,core/src/main/scala/kafka/log/LogManager.scala,689,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L052-Q1,v3,"The application is unable to retrieve the end offset for the specified topic and partition, leading to potential data loss.",core/src/main/scala/kafka/server/LocalLeaderEndPoint.scala,155,False,,0.0,False,,,40
AST-KG+CrossEncoder+StagedConfidence,L052-Q2,v3,"Hey, have you noticed that we're getting errors when trying to access the end offset for a topic? It seems like it's throwing a critical issue.",core/src/main/scala/kafka/server/LocalLeaderEndPoint.scala,155,True,1,1.0,True,13,1,40
AST-KG+CrossEncoder+StagedConfidence,L052-Q3,v3,What causes the system to fail while trying to obtain the EpochEndOffset for a specific topic and partition?,core/src/main/scala/kafka/server/LocalLeaderEndPoint.scala,155,True,4,0.25,True,3,4,40
AST-KG+CrossEncoder+StagedConfidence,L053-Q1,v3,"There seems to be an issue with the leader epoch request for certain partitions, causing potential delays in processing messages.",core/src/main/scala/kafka/server/RemoteLeaderEndPoint.scala,162,True,3,0.3333333333333333,True,1,3,40
AST-KG+CrossEncoder+StagedConfidence,L053-Q2,v3,"We're experiencing problems sending requests for leader epochs, which might be affecting the data flow for some of our partitions.",core/src/main/scala/kafka/server/RemoteLeaderEndPoint.scala,162,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L053-Q3,v3,Can we confirm if the failure to send leader epoch requests is impacting the availability of specific partitions?,core/src/main/scala/kafka/server/RemoteLeaderEndPoint.scala,162,True,2,0.5,True,1,2,40
AST-KG+CrossEncoder+StagedConfidence,L054-Q1,v3,"The system is unable to process requests from the queue, indicating a version mismatch issue. What could be causing this incompatibility?",core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,290,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L054-Q2,v3,"Hey, I've noticed that our request processing is hitting a wall because of a version error. Has anyone updated the system recently?",core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,290,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L054-Q3,v3,Could the unsupported version error suggest a misconfiguration in the application that's attempting to access the request queue?,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,290,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L055-Q1,v3,"The configuration update failed to process properly, leading to potential issues with the Kafka setup. What might be causing this error?",core/src/main/scala/kafka/server/ConfigAdminManager.scala,255,True,14,0.07142857142857142,True,10,14,20
AST-KG+CrossEncoder+StagedConfidence,L055-Q2,v3,"Hey, it seems like there was a hiccup while trying to change the configuration settings. Any idea what’s going on?",core/src/main/scala/kafka/server/ConfigAdminManager.scala,255,True,11,0.09090909090909091,True,1,11,20
AST-KG+CrossEncoder+StagedConfidence,L055-Q3,v3,Can we investigate why the alterConfigs request is throwing an error on the specified configuration resource?,core/src/main/scala/kafka/server/ConfigAdminManager.scala,255,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L056-Q1,v3,"We're encountering a severe issue where messages are not being processed for the specified topic, causing delays in data flow.",core/src/main/scala/kafka/log/LogManager.scala,1488,True,16,0.0625,True,16,16,20
AST-KG+CrossEncoder+StagedConfidence,L056-Q2,v3,"It seems we're having trouble with sending data to the named topic, leaving some messages stuck and unreleased.",core/src/main/scala/kafka/log/LogManager.scala,1488,True,17,0.058823529411764705,True,3,17,20
AST-KG+CrossEncoder+StagedConfidence,L056-Q3,v3,"Can we investigate why the flushing operation for the specified topic partition is failing, potentially impacting throughput?",core/src/main/scala/kafka/log/LogManager.scala,1488,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L057-Q1,v3,"The system is failing to establish communication with the broker, leading to repeated retry attempts when sending the heartbeat from node $nodeId.",core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,493,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L057-Q2,v3,"Hey, we've noticed that node $nodeId isn't sending its heartbeat to the broker. It keeps trying, but nothing seems to connect.",core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,493,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L057-Q3,v3,Investigate why the broker heartbeat is not being sent from node $nodeId—could there be a network issue or a configuration problem?,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,493,True,4,0.25,True,3,4,40
AST-KG+CrossEncoder+StagedConfidence,L058-Q1,v3,"The system encountered an issue while trying to create new topics automatically, resulting in the inability to process the response properly.",core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,272,True,8,0.125,True,2,8,40
AST-KG+CrossEncoder+StagedConfidence,L058-Q2,v3,Why can't we create new topics automatically? The response parsing is failing.,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,272,True,1,1.0,True,2,1,40
AST-KG+CrossEncoder+StagedConfidence,L058-Q3,v3,What diagnostics can we run to determine why the envelope response is not being parsed for auto topic creation?,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,272,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L059-Q1,v3,"Why is the leader not closing properly after the replica fetcher thread shuts down, and what impact is this having on our message consumption?",core/src/main/scala/kafka/server/ReplicaFetcherThread.scala,91,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L059-Q2,v3,"Dude, why does it feel like the leader is stuck and won't shut down the fetcher? What's going on?",core/src/main/scala/kafka/server/ReplicaFetcherThread.scala,91,True,1,1.0,True,2,1,40
AST-KG+CrossEncoder+StagedConfidence,L059-Q3,v3,Can we investigate the issue with the leader's inability to close after the fetcher thread termination? What are the implications for our data consistency?,core/src/main/scala/kafka/server/ReplicaFetcherThread.scala,91,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L060-Q1,v3,"We are experiencing issues with the registration process, as the backend is returning an unexpected response type. Could this be affecting user sign-ups?",core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,252,True,2,0.5,True,1,2,40
AST-KG+CrossEncoder+StagedConfidence,L060-Q2,v3,Looks like something's off with the registration responses! Users are getting errors when trying to complete their registrations. What could be causing this?,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,252,True,2,0.5,True,3,2,40
AST-KG+CrossEncoder+StagedConfidence,L060-Q3,v3,"Can we investigate the registration response handling? The system seems to be failing to process certain response types correctly, which might indicate a configuration or compatibility issue.",core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,252,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L061-Q1,v3,"The system encountered an unexpected error while attempting to complete a controlled shutdown, resulting in an incomplete process.",core/src/main/scala/kafka/server/BrokerServer.scala,785,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L061-Q2,v3,"Hey, we tried to shut things down cleanly, but something went wrong and caused a hiccup. Any idea what happened?",core/src/main/scala/kafka/server/BrokerServer.scala,785,True,2,0.5,True,5,2,20
AST-KG+CrossEncoder+StagedConfidence,L061-Q3,v3,What specific factors might have led to an exception during the controlled shutdown process?,core/src/main/scala/kafka/server/BrokerServer.scala,785,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L062-Q1,v3,"Why are we experiencing connectivity issues with channel $channelId, leading to socket closures?",core/src/main/scala/kafka/network/SocketServer.scala,945,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L062-Q2,v3,"Hey, has anyone noticed if channel $channelId keeps dropping connections unexpectedly?",core/src/main/scala/kafka/network/SocketServer.scala,945,True,3,0.3333333333333333,True,1,3,40
AST-KG+CrossEncoder+StagedConfidence,L062-Q3,v3,What underlying issues might be causing the frequent socket closures for channel $channelId?,core/src/main/scala/kafka/network/SocketServer.scala,945,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L063-Q1,v3,"The application is failing to process incoming data for the specified partition, leading to delays in message consumption.",core/src/main/scala/kafka/server/AbstractFetcherThread.scala,415,True,1,1.0,True,2,1,40
AST-KG+CrossEncoder+StagedConfidence,L063-Q2,v3,We're experiencing an issue where data processing seems to just stop for a particular partition. What could be going wrong?,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,415,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L063-Q3,v3,Can you investigate why there's an unexpected error occurring during data handling for partition $topicPartition?,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,415,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L064-Q1,v3,The application is failing to start due to configuration errors; can we confirm if any required properties are missing or misconfigured?,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,497,True,5,0.2,True,3,5,20
AST-KG+CrossEncoder+StagedConfidence,L064-Q2,v3,"Hey, it seems like some settings in our config aren't valid. Could that be causing the system to behave unexpectedly?",core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,497,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L064-Q3,v3,Can we investigate the impact of the invalid configurations on service performance and identify which properties specifically need correction?,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,497,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L065-Q1,v3,The application is experiencing message delivery failures due to a partition issue.,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,501,True,12,0.08333333333333333,True,1,12,40
AST-KG+CrossEncoder+StagedConfidence,L065-Q2,v3,We've noticed that the messages aren't being processed as expected; could it be related to a specific partition failure?,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,501,True,4,0.25,True,3,4,20
AST-KG+CrossEncoder+StagedConfidence,L065-Q3,v3,Can we investigate the impact on the system's performance after a partition was marked as failed?,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,501,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L066-Q1,v3,"The broker is exhibiting an unexpected state, leading to potential disruptions in message processing.",core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,550,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L066-Q2,v3,We noticed the Kafka broker seems to be acting up and isn't responding as expected. What's going on?,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,550,True,9,0.1111111111111111,True,1,9,40
AST-KG+CrossEncoder+StagedConfidence,L066-Q3,v3,Could the unexpected broker state be affecting our message throughput or availability?,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,550,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L067-Q1,v3,"The system is experiencing unexpected behavior as the controller is not providing enough results, causing delays in processing.",core/src/main/scala/kafka/server/ConfigAdminManager.scala,368,True,2,0.5,True,10,2,40
AST-KG+CrossEncoder+StagedConfidence,L067-Q2,v3,"Hey, why does it seem like we're missing some data? The controller's output is lower than what we expected!",core/src/main/scala/kafka/server/ConfigAdminManager.scala,368,True,1,1.0,True,2,1,40
AST-KG+CrossEncoder+StagedConfidence,L067-Q3,v3,Could the reduced number of results from the controller indicate an underlying issue with data fetching or connectivity?,core/src/main/scala/kafka/server/ConfigAdminManager.scala,368,True,1,1.0,True,2,1,40
AST-KG+CrossEncoder+StagedConfidence,L068-Q1,v3,"The application is failing to install metadata publishers, leading to disruptions in service availability. Have there been any recent changes or updates that could have impacted this process?",core/src/main/scala/kafka/server/SharedServer.scala,347,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L068-Q2,v3,"We can't seem to get the metadata publishers installed. Is anyone else experiencing this issue, or is it just me?",core/src/main/scala/kafka/server/SharedServer.scala,347,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L068-Q3,v3,Investigate the installation failure of metadata publishers to determine if there are any underlying configuration issues or missing dependencies.,core/src/main/scala/kafka/server/SharedServer.scala,347,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L069-Q1,v3,"The system encounters an exception during the processing of requests, causing interruptions in service.",core/src/main/scala/kafka/server/KafkaRequestHandler.scala,149,True,3,0.3333333333333333,True,3,3,40
AST-KG+CrossEncoder+StagedConfidence,L069-Q2,v3,We noticed that there's an error popping up every time a request gets handled; could this be related to our service stability?,core/src/main/scala/kafka/server/KafkaRequestHandler.scala,149,True,2,0.5,True,4,2,40
AST-KG+CrossEncoder+StagedConfidence,L069-Q3,v3,"What specific conditions trigger the exception during request handling, and how might this affect overall system performance?",core/src/main/scala/kafka/server/KafkaRequestHandler.scala,149,True,2,0.5,True,2,2,40
AST-KG+CrossEncoder+StagedConfidence,L070-Q1,v3,"The system is failing to communicate with the controller, causing heartbeats to be undeliverable for a specific node. What could be the root cause of this connectivity issue?",core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,496,True,2,0.5,True,1,2,40
AST-KG+CrossEncoder+StagedConfidence,L070-Q2,v3,I'm noticing that one of our nodes seems to be having trouble keeping its heartbeat alive with the controller. Has anyone else experienced this?,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,496,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L070-Q3,v3,What issues might arise if a node is unable to maintain its heartbeat with the controller in a Kafka cluster?,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,496,True,1,1.0,True,1,1,20
AST-KG+CrossEncoder+StagedConfidence,L071-Q1,v3,The broker with ID $nodeId seems to be failing to complete its registration process. What might be causing this issue?,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,421,True,4,0.25,True,3,4,40
AST-KG+CrossEncoder+StagedConfidence,L071-Q2,v3,"Hey, I noticed that the broker with ID $nodeId isn't showing up as registered. Any idea what's going on?",core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,421,True,3,0.3333333333333333,True,1,3,40
AST-KG+CrossEncoder+StagedConfidence,L071-Q3,v3,Investigate why the broker identified as $nodeId cannot successfully register. Are there network or configuration issues at play?,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,421,True,5,0.2,True,1,5,40
AST-KG+CrossEncoder+StagedConfidence,L072-Q1,v3,"We've encountered an issue where the system is repeatedly detecting and loading stray logs from the specified directory, causing potential data inconsistencies.",core/src/main/scala/kafka/log/LogManager.scala,357,True,2,0.5,True,1,2,40
AST-KG+CrossEncoder+StagedConfidence,L072-Q2,v3,Is anyone else seeing unexpected stray logs being loaded from the log directory? It seems to be happening intermittently.,core/src/main/scala/kafka/log/LogManager.scala,357,True,1,1.0,True,1,1,40
AST-KG+CrossEncoder+StagedConfidence,L072-Q3,v3,Could you investigate why stray logs are being loaded from the specified directory? This might be impacting our log processing pipeline.,core/src/main/scala/kafka/log/LogManager.scala,357,True,1,1.0,True,1,1,40
